MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDJP,99822010,MSM CPN - ALC Set - Mac-Fry (S),Sides,GLOBAL CORE,FRIES
MCDJP,99822020,MSM CPN - ALC Set - Mac-Fry (M),Sides,GLOBAL CORE,FRIES
MCDJP,99822050,MSM CPN - ALC Set - Mac-Fry (L),Sides,GLOBAL CORE,FRIES
MCDNZ,8472,LSM LRG FRIES,Sides,GLOBAL CORE,FRIES
MCDAU,-2851,HAMBURGER HAPPYMEAL - Agg,Happy Meals,GLOBAL CORE,HAMBURGER
MCDJP,99841010,Other CPN - ALC Set - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDAU,2501,HAMBURGER,Entrée,GLOBAL CORE,HAMBURGER
MCDAU,2655,HT HAMBURGER OJ VM,Heart Tick VM,GLOBAL CORE,HAMBURGER
MCDAU,2683,HT HAMBURGER WTR VM,Heart Tick VM,GLOBAL CORE,HAMBURGER
MCDAU,2688,HT HAMBURGER VM,Heart Tick VM,GLOBAL CORE,HAMBURGER
MCDAU,3401,HAMBURGER SLD VM - SML,Small EVM,GLOBAL CORE,HAMBURGER
MCDAU,3402,HAMBURGER SLD VM - MED,Medium EVM,GLOBAL CORE,HAMBURGER
MCDAU,3403,HAMBURGER SLD VM - LGE,Large EVM,GLOBAL CORE,HAMBURGER
MCDHK,1000,Hamburger,Entrees,GLOBAL CORE,HAMBURGER
MCDHK,1002,Hamburger AM,Breakfast Entrée,GLOBAL CORE,HAMBURGER
MCDHK,1982,$3 Hamburger +,Combo,GLOBAL CORE,HAMBURGER
MCDJP,99901010,Misc Set - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDAU,8201,50c HAMBURGER,Entrée,GLOBAL CORE,HAMBURGER
MCDAU,8204,$1 HAMBURGER,Entrée,GLOBAL CORE,HAMBURGER
MCDHK,6244,HAMBURGER HM,HM,GLOBAL CORE,HAMBURGER
MCDHK,6354,EVB+$1 HAMBURGER,Entrees,GLOBAL CORE,HAMBURGER
MCDHK,6374,EVM+ HAMBURGER (McFun),Entrees,GLOBAL CORE,HAMBURGER
MCDHK,6737,HM - HAMBURGER (PM),HM,GLOBAL CORE,HAMBURGER
MCDAU,8403,$5 MED HMB VM,Medium EVM,GLOBAL CORE,HAMBURGER
MCDAU,8841,Party Meal Hamburger,Happy Meals,GLOBAL CORE,HAMBURGER
MCDAU,8914,PRTY HMB w/FRIES,Happy Meals,GLOBAL CORE,HAMBURGER
MCDAU,8915,PRTY HMB w/FRUIT,Happy Meals,GLOBAL CORE,HAMBURGER
MCDAU,9023,PARTY H/MEAL HMB,Happy Meals,GLOBAL CORE,HAMBURGER
MCDJP,1010,Hamburger ALC,Entree,GLOBAL CORE,HAMBURGER
MCDKR,-1201,HM Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDKR,1320,Hamburger,Entrees,GLOBAL CORE,HAMBURGER
MCDPH,1562,Hamburger Happy Meal,Happy Meal,GLOBAL CORE,HAMBURGER
MCDPH,7155,Hamburger Happy Meal,Happy Meal,GLOBAL CORE,HAMBURGER
MCDJP,2001010,EVM - MS - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDJP,2101010,EVM - MM - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDJP,2141010,Other CPN - EVM - MM - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDJP,2201010,EVM - ML - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDJP,2241010,Other CPN - EVM - ML - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDJP,2301010,EVM - MSp - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDPH,-2000,Hamburger,Entrees,GLOBAL CORE,HAMBURGER
MCDID,-2363,Beef Burger Small EVM,Small EVM,GLOBAL CORE,HAMBURGER
MCDID,2000,Beef Burger,Entrees,GLOBAL CORE,HAMBURGER
MCDJP,2341010,Other CPN - EVM - MSp - Hamburger,EVM (M),GLOBAL CORE,HAMBURGER
MCDPH,1510,Hamburger (MDS),Entrees,GLOBAL CORE,HAMBURGER
MCDJP,3101010,EVM - LM - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,3141010,Other CPN - EVM - LM - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,3201010,EVM - LL - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,3241010,Other CPN - EVM - LL - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,3301010,EVM - LSp - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,3341010,Other CPN - EVM - LSp - Hamburger,EVM (L),GLOBAL CORE,HAMBURGER
MCDJP,4001010,EVM - SalS - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4101010,EVM - SalM - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4141010,Other CPN - EVM - SalM - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4201010,EVM - SalL - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4241010,Other CPN - EVM - SalL - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4301010,EVM - SalSp - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,4341010,Other CPN - EVM - SalSp - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDJP,6101010,EVM - MSpM - Hamburger,EVM (SP),GLOBAL CORE,HAMBURGER
MCDCN,-3469,Hamburger Happy Meal,Happy Meals,GLOBAL CORE,HAMBURGER
MCDCN,1000,Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDJP,8001010,HM - SS - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8011010,Kasazu CPN - HM - SS - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8021010,MSM CPN - HM - SS - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8031010,HM - SS - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8101010,HM - SSp - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8111010,Kasazu CPN - HM - SSp - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8121010,MSM CPN - HM - SSp - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,8131010,HM - SSp - Hamburger,HM,GLOBAL CORE,HAMBURGER
MCDJP,9101010,Combi - Fry - S - Hamburger,Fry Combi,GLOBAL CORE,HAMBURGER
MCDJP,9511010,Kasazu CPN - Combi - Drink - S - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDJP,9521010,MSM CPN - Combi - Drink - S - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDJP,9531010,Combi - Drink - S - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDSG,100100,Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDJP,9811010,Kasazu CPN - Combi - Drink -SP - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDJP,9821010,MSM CPN - Combi - Drink -SP - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDJP,9831010,Combi - Drink -SP - Hamburger,Drink Combi,GLOBAL CORE,HAMBURGER
MCDNZ,-249,LRG HAMBURGER COMBO,Large EVM,GLOBAL CORE,HAMBURGER
MCDNZ,-245,MED HAMBURGER COMBO,Medium EVM,GLOBAL CORE,HAMBURGER
MCDNZ,-10,HAMBURGER HAPPY MEAL,Happy Meal,GLOBAL CORE,HAMBURGER
MCDNZ,1,HAMBURGER,Entrée,GLOBAL CORE,HAMBURGER
MCDNZ,717,$1 HAMBURGER,Entrée,GLOBAL CORE,HAMBURGER
MCDTW,-75240,Z-HPM-Burger,Happy Meals,GLOBAL CORE,HAMBURGER
MCDTW,-71027,Z-Hamburger-o,Entrees,GLOBAL CORE,HAMBURGER
MCDTW,-5240,HPM-Burger,Happy Meals,GLOBAL CORE,HAMBURGER
MCDTW,-1027,Hamburger,Entrees,GLOBAL CORE,HAMBURGER
MCDCN,3477,Jan11BMM-Hamburger+L.Corn+FOF+2M.Coke,Discount Combo,GLOBAL CORE,HAMBURGER
MCDJP,14011010,Kasazu CPN - 2 Entree EVM - MM - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,14021010,MSM CPN - 2 Entree EVM - MM - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,14031010,2 Entree EVM - MM - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,14111010,Kasazu CPN - 2 Entree EVM - Upsize - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,14121010,MSM CPN - 2 Entree EVM - Upsize - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,14131010,2 Entree EVM - Upsize - Hamburger,Other Bundle,GLOBAL CORE,HAMBURGER
MCDJP,80211010,Kasazu CPN - Multi ALC x2 - Hamburger,Multipe ALC Bundle,GLOBAL CORE,HAMBURGER
MCDJP,80221010,MSM CPN - Multi ALC x2 - Hamburger,Multipe ALC Bundle,GLOBAL CORE,HAMBURGER
MCDJP,80231010,Multi ALC x2 - Hamburger,Multipe ALC Bundle,GLOBAL CORE,HAMBURGER
MCDJP,99601010,ALC w/Condiment - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDJP,99811010,Kasazu CPN - ALC Set - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDNZ,5357,MED HAMBURGER SALAD CB,Medium EVM,GLOBAL CORE,HAMBURGER
MCDNZ,5358,LRG HAMBURGER SALAD CB,Large EVM,GLOBAL CORE,HAMBURGER
MCDJP,99821010,MSM CPN - ALC Set - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDJP,99831010,ALC Set - Hamburger,Entree,GLOBAL CORE,HAMBURGER
MCDAU,251,BAC & EGG HPY MEAL,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,252,SAU & EGG HPY MEAL,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,253,SAUS MUFF HPY MEAL,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,254,ENGL MUFF HPY MEAL,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,255,HOT CAKES HPY MEAL,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,260,S&E HPY ML + H/B,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,261,B&E HPY ML + H/B,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,262,SAU HPY ML + H/B,Happy Meals Bkf,GLOBAL CORE,HAPPY MEAL
MCDAU,202,HASH BROWN,Sides,GLOBAL CORE,HASHBROWN
MCDAU,208,$1 Hash Brown,Sides,GLOBAL CORE,HASHBROWN
MCDAU,209,HASH BROWN 50c,Sides,GLOBAL CORE,HASHBROWN
MCDAU,8130,4 HASHBROWNS $3.95,Sides,GLOBAL CORE,HASHBROWN
MCDHK,5500,Hash Brown,Sides,GLOBAL CORE,HASHBROWN
MCDKR,-1411,Hash Brown,Sides,GLOBAL CORE,HASHBROWN
MCDPH,1030,Big Breakfast Rice w/o Hashbrown,Breakfast Entrees,GLOBAL CORE,HASHBROWN
MCDPH,-1040,Big Breakfast McMuffin w/o Hashbrown,Breakfast Entrees,GLOBAL CORE,HASHBROWN
MCDPH,-1000,Hashbrown,Sides,GLOBAL CORE,HASHBROWN
MCDID,-6294,2-pc Chicken + Hash Brown + Lrg Drink,Bkfast Value Meal,GLOBAL CORE,HASHBROWN
MCDID,-6290,2-pc Chicken + Hash Brown + Reg Drink,Bkfast Value Meal,GLOBAL CORE,HASHBROWN
MCDPH,1002,Plus Hash Brown,Add-ons,GLOBAL CORE,HASHBROWN
MCDPH,7291,Hamdesal w/ Cheese And Hashbrown (3Pc VM),3-pcs Breakfast EVM,GLOBAL CORE,HASHBROWN
MCDID,6026,Hash Brown,Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDID,6258,Hash Brown + 8 Oz Black Coffee (Bring the Coupon),Bkfast Combos,GLOBAL CORE,HASHBROWN
MCDID,6259,Hash Brown + 8 Oz Hot Tea (Bring the Coupon),Bkfast Combos,GLOBAL CORE,HASHBROWN
MCDNZ,126,HASH BROWN,Sides,GLOBAL CORE,HASHBROWN
MCDNZ,797,$1 HASHBROWN,Sides,GLOBAL CORE,HASHBROWN
MCDTW,-2211,Hash Browns,Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDCN,3964,MarC-2HashBrown,Sides,GLOBAL CORE,HASHBROWN
MCDSG,708800,Hashbrowns,Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDSG,708806,Hash - Brown - Msm,Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDCN,4825,Hash Brown,Sides,GLOBAL CORE,HASHBROWN
MCDNZ,7408,Hash Brown ,Sides,GLOBAL CORE,HASHBROWN
MCDTW,35531,Hash Brown (Buy 1 Get 1),Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDTW,35919,$20 Hash Brown,Bkfast Sides,GLOBAL CORE,HASHBROWN
MCDKR,-1204,HM Bulgogi Burger,HM,GLOBAL CORE,HM
MCDKR,1208,Happy meal-Sasuage Egg Muffin Set,HM,GLOBAL CORE,HM
MCDID,-2137,Spaghetti Happy Meal,Happy Meals,GLOBAL CORE,HM
MCDID,-2063,Crispy Chicken Happy Meal,Happy Meals,GLOBAL CORE,HM
MCDID,2083,Chicken Burger Happy Meal (Market Test),Happy Meals,GLOBAL CORE,HM
MCDID,2128,Crispy Chicken Happy Meal w/ Rice,Happy Meals,GLOBAL CORE,HM
MCDID,2152,Crispy Chicken Happy Meal w/ Happy Jus,Happy Meals,GLOBAL CORE,HM
MCDID,2154,Spaghetti Happy Meal w/ Happy Jus,Happy Meals,GLOBAL CORE,HM
MCDCN,1881,HM-PGCS+M.Coke,Happy Meals,GLOBAL CORE,HM
MCDCN,3911,M-Central Happy Meal,Discount Combo,GLOBAL CORE,HM
MCDAU,101,HOT CAKES w/SYRUP,Bkfast Entrée,APMEA CORE,HOTCAKES
MCDAU,102,HOT CAKES w/SYR VM,Medium BVM,APMEA CORE,HOTCAKES
MCDCN,6675,EVB-Hotcake (2pcs)+Sausage,Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDCN,6676,EVB-Hotcake (2pcs),Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDJP,99844061,Other CPN - ALC Set - Hotcakes&Sausage,Breakfast Entree,APMEA CORE,HOTCAKES
MCDHK,2105,Jumbo Breakfast,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDJP,99904061,Misc Set - Hotcakes&Sausage,Breakfast Entree,APMEA CORE,HOTCAKES
MCDAU,8009,2 HOTCAKE FOR $4,Combo,APMEA CORE,HOTCAKES
MCDHK,5010,HOTCAKES,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDHK,5020,HOTCAKES W/SAUSAGE,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDHK,5934,Jumbo Breakfast Meal,EVB,APMEA CORE,HOTCAKES
MCDHK,6576,Hot Cake W/Sau EVB,EVB,APMEA CORE,HOTCAKES
MCDHK,6628,$14 HOTCAKES MINI EVB,Mini-EVB,APMEA CORE,HOTCAKES
MCDHK,6759,HM - HOTCAKES 2PCS,HM,APMEA CORE,HOTCAKES
MCDHK,6815,HOT CAKE+SAUSAGE EVB COUPON,EVB,APMEA CORE,HOTCAKES
MCDHK,6872,(+)$6 HOTCAKES 3PCS,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDJP,-99904011,Misc Set - Hotcakes,Breakfast Entree,APMEA CORE,HOTCAKES
MCDJP,-99844011,Other CPN - ALC Set - Hotcakes,Breakfast Entree,APMEA CORE,HOTCAKES
MCDJP,-99604011,ALC w/Condiment - Hotcakes,Breakfast Entree,APMEA CORE,HOTCAKES
MCDJP,-8304011,BHM - Sp - Hotcakes,HM,APMEA CORE,HOTCAKES
MCDJP,-8204011,BHM - S - Hotcakes,HM,APMEA CORE,HOTCAKES
MCDJP,-7244011,Other CPN - BVM - Sp - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-7204011,BVM - Sp - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-7144011,Other CPN - BVM - M - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-7104011,BVM - M - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-7044011,Other CPN - BVM - S - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-7004011,BVM - S - Hotcakes,BVM,APMEA CORE,HOTCAKES
MCDJP,-4011,Hotcakes ALC,Breakfast Entree,APMEA CORE,HOTCAKES
MCDKR,-8119,Hot Cake - EVB,Bkfast EVM,APMEA CORE,HOTCAKES
MCDKR,1205,HM Hot Cakes,HM,APMEA CORE,HOTCAKES
MCDKR,1941,Hot Cake,Bkfast Entrée,APMEA CORE,HOTCAKES
MCDKR,1964,Hotcakes & Sausage ALC ,Bkfast Entrée,APMEA CORE,HOTCAKES
MCDKR,1965,Hotcakes & Sausage EVM - Bkfast EVM,Bkfast EVM,APMEA CORE,HOTCAKES
MCDPH,2928,Extra Hotcake Syrup,Add-ons,APMEA CORE,HOTCAKES
MCDJP,4061,Hotcakes&Sausage ALC,Breakfast Entree,APMEA CORE,HOTCAKES
MCDPH,7210,2 pc Hotcakes (2-pc VM),2-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-9089,2 pc Hotcakes,Breakfast Entrees,APMEA CORE,HOTCAKES
MCDPH,-7211,2 pc Hotcakes w/ Sausage (2-pc VM),2-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-7122,2-pc Hotcake Happy Meal,Happy Meal,APMEA CORE,HOTCAKES
MCDPH,-1053,3 pc Hotcakes w/ Sausage,Breakfast Entrees,APMEA CORE,HOTCAKES
MCDPH,-1052,3 pc Hotcakes,Breakfast Entrees,APMEA CORE,HOTCAKES
MCDPH,-1021,2 pc Hotcakes w/ Sausage,Breakfast Entrees,APMEA CORE,HOTCAKES
MCDPH,-7286,3 pc Hotcakes w/ Sausage Bkfast EVM,3-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-7285,3 pc Hotcakes w/ Sausage (2-pc VM),2-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-7284,3 pc Hotcakes Bkfast EVM,3-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-7283,3 pc Hotcakes (2-pc VM),2-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDPH,-7256,2 pc Hotcakes w/ Sausage Bkfast EVM,3-pcs Breakfast EVM,APMEA CORE,HOTCAKES
MCDID,-6301,3-pc Hotcakes EVM,Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDID,-6298,3-pc Hotcakes + Coffee/Tea,Bkfast Combos,APMEA CORE,HOTCAKES
MCDID,-6247,2-pc Hotcakes EVM,Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDID,-6235,2-pc Hotcakes + Coffee/Tea,Bkfast Combos,APMEA CORE,HOTCAKES
MCDID,-6024,2-pc Hotcakes,Breakfast Entrees,APMEA CORE,HOTCAKES
MCDJP,7004061,BVM - S - Hotcakes&Sausage,BVM,APMEA CORE,HOTCAKES
MCDJP,7044061,Other CPN - BVM - S - Hotcakes&Sausage,BVM,APMEA CORE,HOTCAKES
MCDJP,7104061,BVM - M - Hotcakes&Sausage,BVM,APMEA CORE,HOTCAKES
MCDJP,7204061,BVM - Sp - Hotcakes&Sausage,BVM,APMEA CORE,HOTCAKES
MCDJP,7244061,Other CPN - BVM - Sp - Hotcakes&Sausage,BVM,APMEA CORE,HOTCAKES
MCDSG,-708245,Hotcakes (3 pcs) Bkfast EVM,Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDSG,-708243,Hotcakes (3 pcs) w/ Sausage Bkfast EVM,Bkfast Value Meal,APMEA CORE,HOTCAKES
MCDSG,-707730,HM Hotcakes (2 pcs),Bkfast Happy Meals,APMEA CORE,HOTCAKES
MCDSG,-707600,Hotcakes (3 pcs) w/ Sausage,Bkfast Entree,APMEA CORE,HOTCAKES
MCDSG,-707500,Hotcakes (3 pcs),Bkfast Entree,APMEA CORE,HOTCAKES
MCDNZ,-1888,HOTCAKES HPY ML,Happy Meal,APMEA CORE,HOTCAKES
MCDNZ,123,HOTCAKES,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDNZ,130,HOTCAKES COMBO,Breakfast EVM,APMEA CORE,HOTCAKES
MCDNZ,209,HOTCAKES FOR KVS,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDNZ,226,2 HOTCAKES FOR $5,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDNZ,279,HOTCAKES LSM,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDNZ,399,HOTCAKE SYRUP,Condiments,APMEA CORE,HOTCAKES
MCDTW,-5920,CP $25 Hotcake,Bkfast Entree,APMEA CORE,HOTCAKES
MCDTW,-5767,Bkfast Combo-Hot Cake w/ Sausage,Bkfast Combo,APMEA CORE,HOTCAKES
MCDTW,-5634,EBM-Hot Cake w/ Sausage,Bkfast EVM,APMEA CORE,HOTCAKES
MCDTW,-5633,EBM-Hot Cake,Bkfast EVM,APMEA CORE,HOTCAKES
MCDTW,-5211,HPM-Hot Cakes,Bkfast Happy Meals,APMEA CORE,HOTCAKES
MCDTW,-2104,Hot Cakes w/ Sausage,Bkfast Entree,APMEA CORE,HOTCAKES
MCDNZ,2811,2 HOTCAKES $6,Breakfast Entrée,APMEA CORE,HOTCAKES
MCDSG,708248,Hotcakes (3 pcs) Bkfast EVM - Value,Value Breakfast,APMEA CORE,HOTCAKES
MCDSG,708265,Hotcakes (3 pcs) w/ Sausage Bkfast EVM - Value,Value Breakfast,APMEA CORE,HOTCAKES
MCDTW,5416,CP $20 Hotcake,Bkfast Entree,APMEA CORE,HOTCAKES
MCDNZ,7023,HOTCAKE SYRUP,Condiments,APMEA CORE,HOTCAKES
MCDAU,-6477,MED McCHK LNCH VM - AGG,Value Lunch,APMEA CORE,MCCHICKEN
MCDAU,-2574,LRG MCCHICKEN VM,Large EVM,APMEA CORE,MCCHICKEN
MCDAU,-2573,MED MCCHICKEN VM,Medium EVM,APMEA CORE,MCCHICKEN
MCDAU,-2572,SML MCCHICKEN VM,Small EVM,APMEA CORE,MCCHICKEN
MCDJP,99841500,Other CPN - ALC Set - McChicken,Entree,APMEA CORE,MCCHICKEN
MCDTW,71348,Z-McChicken,Entrees,APMEA CORE,MCCHICKEN
MCDAU,2571,MCCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDAU,2656,HT McCHICKEN WTR VM,Heart Tick VM,APMEA CORE,MCCHICKEN
MCDAU,2684,HT McCHICKEN OJ VM,Heart Tick VM,APMEA CORE,MCCHICKEN
MCDAU,2689,HT McCHICKEN VM,Heart Tick VM,APMEA CORE,MCCHICKEN
MCDAU,3141,FC McChicken,Entrée,APMEA CORE,MCCHICKEN
MCDAU,3456,MCCHICKEN SLD VM - SML,Small EVM,APMEA CORE,MCCHICKEN
MCDAU,3457,MCCHICKEN SLD VM - MED,Medium EVM,APMEA CORE,MCCHICKEN
MCDAU,3458,MCCHICKEN SLD VM - LRG,Large EVM,APMEA CORE,MCCHICKEN
MCDAU,4001,$2 McCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDAU,4002,$1 McCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDAU,4005,2 MCCHICKEN $5,Combo,APMEA CORE,MCCHICKEN
MCDHK,1450,McChicken Burger,Entrees,APMEA CORE,MCCHICKEN
MCDJP,99901500,Misc Set - McChicken,Entree,APMEA CORE,MCCHICKEN
MCDHK,6186,$8 MCCHICKEN TEASET,All EVM (Combined),APMEA CORE,MCCHICKEN
MCDHK,6364,MCCHICKEN +,Combo,APMEA CORE,MCCHICKEN
MCDAU,8391,2 McCHICKEN $3.50,Combo,APMEA CORE,MCCHICKEN
MCDAU,8392,2 McCHICKEN $4,Combo,APMEA CORE,MCCHICKEN
MCDJP,-1500,McChicken ALC,Entree,APMEA CORE,MCCHICKEN
MCDKR,-1304,McChicken - Agg,Entrees,APMEA CORE,MCCHICKEN
MCDKR,-1104,McChicken - Reg EVM,Regular EVM - Rest-Of-Day,APMEA CORE,MCCHICKEN
MCDKR,1004,McChicken - Lg EVM,Large EVM - Rest-Of-Day,APMEA CORE,MCCHICKEN
MCDKR,2104,Lunch - McChicken - Lg EVM,Large EVM - Lunch,APMEA CORE,MCCHICKEN
MCDKR,2604,Lunch - McChicken - Reg EVM,Regular EVM - Lunch,APMEA CORE,MCCHICKEN
MCDPH,-4406,McChicken Med EVM,Med EVM,APMEA CORE,MCCHICKEN
MCDPH,-7500,McChicken Sml EVM,Reg EVM,APMEA CORE,MCCHICKEN
MCDPH,-2080,McChicken,Entrees,APMEA CORE,MCCHICKEN
MCDID,-2384,McChicken Large EVM,Large EVM,APMEA CORE,MCCHICKEN
MCDID,-2370,McChicken Reg EVM,Regular EVM,APMEA CORE,MCCHICKEN
MCDID,-2045,McChicken,Entrees,APMEA CORE,MCCHICKEN
MCDID,2442,McChicken Med EVM (Lovin' Promotion),Regular EVM,APMEA CORE,MCCHICKEN
MCDJP,2301500,EVM - MSp - McChicken,EVM (M),APMEA CORE,MCCHICKEN
MCDJP,2341500,Other CPN - EVM - MSp - McChicken,EVM (M),APMEA CORE,MCCHICKEN
MCDJP,4801500,EVM - SpSp - McChicken,EVM (SP),APMEA CORE,MCCHICKEN
MCDJP,4841500,Other CPN - EVM - SpSp - McChicken,EVM (SP),APMEA CORE,MCCHICKEN
MCDCN,-4007,McChicken Large Lunch EVM,Lunch-Large EVM,APMEA CORE,MCCHICKEN
MCDCN,-3981,McChicken Large EVM,Large EVM,APMEA CORE,MCCHICKEN
MCDCN,-3871,McChicken Medium Lunch EVM,Lunch-Medium EVM,APMEA CORE,MCCHICKEN
MCDCN,-1834,McChicken Medium EVM,Medium EVM,APMEA CORE,MCCHICKEN
MCDCN,-1450,McChicken,Entree,APMEA CORE,MCCHICKEN
MCDSG,-123560,McChicken Large EVM,Large EVM,APMEA CORE,MCCHICKEN
MCDSG,-123302,McChicken Large EVM (Lunch),Lunch - Large EVM,APMEA CORE,MCCHICKEN
MCDSG,-113404,McChicken Medium EVM (Lunch),Lunch - Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,-113360,McChicken Medium EVM,Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,-101100,McChicken,Entree,APMEA CORE,MCCHICKEN
MCDSG,101103,MSM McChicken,Entree,APMEA CORE,MCCHICKEN
MCDSG,112003,McChicken Medium EVM (Student Meal),Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,112005,McChicken + Pie,Combo,APMEA CORE,MCCHICKEN
MCDSG,112007,MSM McChicken + Apple Pie,Combo,APMEA CORE,MCCHICKEN
MCDNZ,-27,LGE MCCHICKEN,Large EVM,APMEA CORE,MCCHICKEN
MCDNZ,-26,MED MCCHICKEN,Medium EVM,APMEA CORE,MCCHICKEN
MCDNZ,6,MCCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDNZ,44,2 MCCHICKEN $6,Combo,APMEA CORE,MCCHICKEN
MCDNZ,176,2 MCCHICKEN LSM,Combo,APMEA CORE,MCCHICKEN
MCDNZ,192,SML McChicken COMBO,Small EVM,APMEA CORE,MCCHICKEN
MCDNZ,591,2 MCCHICKEN LSM,Combo,APMEA CORE,MCCHICKEN
MCDNZ,598,2 MCCHICKEN $8,Combo,APMEA CORE,MCCHICKEN
