MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDNZ,701,LSM McCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDSG,113305,McChicken Large EVM (Student Meal),Large EVM,APMEA CORE,MCCHICKEN
MCDSG,113473,KKH McChicken Corn Medium EVM,Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,113483,KKH McChicken Corn Medium EVM (Lunch),Lunch - Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,114002,McChicken Medium EVM w/Twister Fries,Regular EVM,APMEA CORE,MCCHICKEN
MCDSG,124002,McChicken Large EVM w/Twister Fries,Large EVM,APMEA CORE,MCCHICKEN
MCDTW,-35400,VD-McChicken,EVM Value Dinner,APMEA CORE,MCCHICKEN
MCDTW,-7894,EVM-McChicken,EVM,APMEA CORE,MCCHICKEN
MCDTW,-5740,VL-McChicken,EVM Value Lunch,APMEA CORE,MCCHICKEN
MCDTW,1348,McChicken,Entrees,APMEA CORE,MCCHICKEN
MCDNZ,1987,$3.50 MCCHICKEN,Entrée,APMEA CORE,MCCHICKEN
MCDJP,99601500,ALC w/Condiment - McChicken,Entree,APMEA CORE,MCCHICKEN
MCDNZ,5407,MED McCHICKEN SALAD CB,Medium EVM,APMEA CORE,MCCHICKEN
MCDNZ,5408,LRG McCHICKEN SALAD CB,Large EVM,APMEA CORE,MCCHICKEN
MCDTW,5887,CP $29 McChicken Burger,Entrees,APMEA CORE,MCCHICKEN
MCDNZ,7331,Breakfast McChicken,Breakfast Entrée,APMEA CORE,MCCHICKEN
MCDNZ,8040,$3 McCHICKEN,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8286,MED MCCHICKEN CB LSM,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8410,McCHICKEN SML FRIES,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8447,2 McChicken with Sml Fries,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8480,2 MCCHICKEN MED FRIES,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8481,2 McCHICKEN LRG FRIES,Combo,APMEA CORE,MCCHICKEN
MCDNZ,8601,MCCHICKEN $2.90,Entrée,APMEA CORE,MCCHICKEN
MCDNZ,8622,3 McCHICKEN $10,Combo,APMEA CORE,MCCHICKEN
MCDNZ,9450,MCCHICKEN MEAL MEDIU,Medium EVM,APMEA CORE,MCCHICKEN
MCDNZ,9451,MCCHICKEN MEAL LARGE,Large EVM,APMEA CORE,MCCHICKEN
MCDAU,-4356,DBL BEEF 'N CHEESE,Entrée,GLOBAL CORE,MCDOUBLE
MCDJP,99841362,Other CPN - ALC Set - McDouble,Entree,GLOBAL CORE,MCDOUBLE
MCDTW,71048,Z-Mcdouble,Entrees,GLOBAL CORE,MCDOUBLE
MCDHK,1012,McDouble,Entrees,GLOBAL CORE,MCDOUBLE
MCDAU,4357,McDOUBLE,Entrée,GLOBAL CORE,MCDOUBLE
MCDJP,1362,McDouble ALC,Entree,GLOBAL CORE,MCDOUBLE
MCDKR,5200,McDouble(Happy Choice),Entrees,GLOBAL CORE,MCDOUBLE
MCDJP,2101362,EVM - MM - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2111362,Kasazu CPN - EVM - MM - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2121362,MSM CPN - EVM - MM - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2131362,EVM - MM - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2141362,Other CPN - EVM - MM - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2241362,Other CPN - EVM - ML - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2301362,EVM - MSp - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2311362,Kasazu CPN - EVM - MSp - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2321362,MSM CPN - EVM - MSp - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2331362,EVM - MSp - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,2341362,Other CPN - EVM - MSp - McDouble,EVM (M),GLOBAL CORE,MCDOUBLE
MCDJP,3141362,Other CPN - EVM - LM - McDouble,EVM (L),GLOBAL CORE,MCDOUBLE
MCDJP,3201362,EVM - LL - McDouble,EVM (L),GLOBAL CORE,MCDOUBLE
MCDJP,3241362,Other CPN - EVM - LL - McDouble,EVM (L),GLOBAL CORE,MCDOUBLE
MCDJP,3301362,EVM - LSp - McDouble,EVM (L),GLOBAL CORE,MCDOUBLE
MCDJP,3341362,Other CPN - EVM - LSp - McDouble,EVM (L),GLOBAL CORE,MCDOUBLE
MCDJP,4101362,EVM - SalM - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDJP,4141362,Other CPN - EVM - SalM - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDJP,4201362,EVM - SalL - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDJP,4241362,Other CPN - EVM - SalL - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDJP,4301362,EVM - SalSp - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDJP,4341362,Other CPN - EVM - SalSp - McDouble,EVM (SP),GLOBAL CORE,MCDOUBLE
MCDSG,100350,McDouble Burger,Entree,GLOBAL CORE,MCDOUBLE
MCDNZ,-4572,MED McDOUBLE VM,Medium EVM,GLOBAL CORE,MCDOUBLE
MCDTW,1048,$39 McDouble,Entrees,GLOBAL CORE,MCDOUBLE
MCDNZ,4570,McDOUBLE,Entrée,GLOBAL CORE,MCDOUBLE
MCDAU,-8570,MCFLURRY $2 - Agg.,Desserts,GLOBAL CORE,MCFLURRY
MCDAU,-5751,MCFLURRY - Agg.,Desserts,GLOBAL CORE,MCFLURRY
MCDAU,-1970,MCFLURRY KIOSK - Agg.,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,6340,TH Oreo McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99832420,ALC Set - McFlurry Oreo Cookie,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99832487,ALC Set - McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99832525,ALC Set - McFlurry Oreo (S),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99842420,Other CPN - ALC Set - McFlurry Oreo Cookie,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99842575,Other CPN - ALC Set - McFlurry Oreo 12oz (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99842583,Other CPN - ALC Set - McFlurry M&M 12oz (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,9864,MCFLURRY BERRY CHOC,Desserts,GLOBAL CORE,MCFLURRY
MCDTW,74361,Z-McFlurry-Oreo Cookies,Desserts,GLOBAL CORE,MCFLURRY
MCDTW,74364,Z-McFlurry-Caramel Crunch,Desserts,GLOBAL CORE,MCFLURRY
MCDHK,-4553,EVM+$6 McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDHK,-4445,McFlurry Dessert,Desserts,GLOBAL CORE,MCFLURRY
MCDHK,-4439,$5 Flurry,Desserts,GLOBAL CORE,MCFLURRY
MCDHK,-4433,Mc Flurry,Desserts,GLOBAL CORE,MCFLURRY
MCDAU,5760,Plain McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99902575,Misc Set - McFlurry Oreo 12oz (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99902583,Misc Set - McFlurry M&M 12oz (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2576,McFlurry (16oz) (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2575,McFlurry (12oz) (Navy),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2528,McFlurry Strawberry (S) ALC,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2525,McFlurry Oreo (S) ALC,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2421,McFlurry Banana Cake ALC,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,-2420,McFlurry Oreo Cookie ALC,Desserts,GLOBAL CORE,MCFLURRY
MCDKR,-1731,McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDKR,1746,McFlurry-Berry Berry,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4069,Oreo McFlurry Overload,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4060,Berry McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4036,Toffee Banana McFlurry w/ Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4232,McFlurry Oreo Topping,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4227,McFlurry Oreo (Value Size) - BA,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,-4196,Strawberry McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,1651,Oreo McFlurry Overload (MDS),Desserts,GLOBAL CORE,MCFLURRY
MCDPH,4156,McFlurry Oreo (Kiosk),KIOSK,GLOBAL CORE,MCFLURRY
MCDPH,4294,Toffee Banana McFlurry w/ Oreo (Kiosk),KIOSK,GLOBAL CORE,MCFLURRY
MCDID,-8265,4th Flavor McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDID,-8262,McFlurry Crunch,Desserts,GLOBAL CORE,MCFLURRY
MCDID,-4033,McFlurry Choco,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,1521,McFlurry Oreo Topping,Desserts,GLOBAL CORE,MCFLURRY
MCDPH,1522,McFlurry Oreo (Value Size),Desserts,GLOBAL CORE,MCFLURRY
MCDPH,4211,Oreo McFlurry Overload,KIOSK,GLOBAL CORE,MCFLURRY
MCDID,9102,McFlurry Fudge topping,Add-Ons,GLOBAL CORE,MCFLURRY
MCDID,9103,McFlurry Strawberry top,Add-Ons,GLOBAL CORE,MCFLURRY
MCDID,9104,McFlurry Caramel syrup,Add-Ons,GLOBAL CORE,MCFLURRY
MCDID,9105,McFlurry Mocca syrup,Add-Ons,GLOBAL CORE,MCFLURRY
MCDID,9106,McFlurry Wafer Crumb,Add-Ons,GLOBAL CORE,MCFLURRY
MCDID,9107,McFlurry Choco Chip,Add-Ons,GLOBAL CORE,MCFLURRY
MCDCN,-6346,Brulee McFlurry Half Price,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-6344,Strawberry McFlurry Half Price,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-6207,June-Red Bean McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-6018,Brulee McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-4900,Strawberry McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-3399,Blackcurrant McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-2587,Sep-Tiramisu Mcflurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-2087,2011V3-KTLD-Mcflurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-1217,McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,-1205,July-McFlurry Oreo Half Price,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,1269,JulyYM-McFlurry+S.F,Discount Combo,GLOBAL CORE,MCFLURRY
MCDCN,1523,Aug-McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,1586,Taobao-McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDSG,-505343,4th Flavour McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDSG,-505304,McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDSG,112043,Oreo Mcflurry + Apple Pie (Changi Airport),Combo,GLOBAL CORE,MCFLURRY
MCDNZ,-1789,PREMIUM MCFLURRY - AGG,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,-1787,REG MCFLURRY - AGG,Desserts,GLOBAL CORE,MCFLURRY
MCDTW,-4360,McFlurry,Desserts,GLOBAL CORE,MCFLURRY
MCDCN,3035,3035-NovL-Tirumisu McFlurry + Strawberry McFlurry,Discount Combo,GLOBAL CORE,MCFLURRY
MCDNZ,1793,PLAIN McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,1795,CHOC MINT FUDGE McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,1796,PFRUIT PAVLOVA McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99812420,Kasazu CPN - ALC Set - McFlurry Oreo Cookie,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99812487,Kasazu CPN - ALC Set - McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99812525,Kasazu CPN - ALC Set - McFlurry Oreo (S),Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99822420,MSM CPN - ALC Set - McFlurry Oreo Cookie,Desserts,GLOBAL CORE,MCFLURRY
MCDJP,99822487,MSM CPN - ALC Set - McFlurry Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,8712,LSM DBL CHOC McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,8713,LSM CARA CKI McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,8714,LSM STRAW CRMB McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDNZ,8715,LSM BBLGUM McFLURRY,Desserts,GLOBAL CORE,MCFLURRY
MCDTW,35434,1/2 $ McFlurry-Oreo,Desserts,GLOBAL CORE,MCFLURRY
MCDTW,35435,1/2 $ McFlurry-Caramel,Desserts,GLOBAL CORE,MCFLURRY
MCDAU,-2882,6pc NUGGET HAPPYMEAL - Agg,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,-2871,3pc NUGGET HAPPYMEAL - Agg,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,-2734,LRG 10PC MCNUGGET VM,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2733,MED 10PC MCNUGGET VM,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2732,SML 10PC MCNUGGET VM,Small EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2724,LRG 20pc McNUGT VM,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2723,MED 20pc McNUGT VM,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2704,LRG 6 PC MCNUGGET VM,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2703,MED 6 PC MCNUGGET VM,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,-2702,SML 6 PC MCNUGGET VM,Small EVM,GLOBAL CORE,MCNUGGETS
MCDCN,6487,July-Tao 5Nugget,Discount Combo,GLOBAL CORE,MCNUGGETS
MCDJP,99831610,ALC Set - McNuggets 5Pcs,Entree,GLOBAL CORE,MCNUGGETS
MCDJP,99831670,ALC Set - McNuggets 15Pcs,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,99841609,Other CPN - ALC Set - Mcnuggets 4 Pcs (Navy),Sides,GLOBAL CORE,MCNUGGETS
MCDJP,99841610,Other CPN - ALC Set - McNuggets 5Pcs,Entree,GLOBAL CORE,MCNUGGETS
MCDJP,99841616,Other CPN - ALC Set - Mcnuggets 6 Pcs (Navy),Sides,GLOBAL CORE,MCNUGGETS
MCDJP,99841650,Other CPN - ALC Set - McNuggets 10Pcs,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,99841670,Other CPN - ALC Set - McNuggets 15Pcs,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,99841680,Other CPN - ALC Set - McNuggets 20Pcs,Sides,GLOBAL CORE,MCNUGGETS
MCDTW,71302,Z-McNugget (6 pcs),Entrees,GLOBAL CORE,MCNUGGETS
MCDTW,71305,Z-McNugget (4 pcs),Entrees,GLOBAL CORE,MCNUGGETS
MCDAU,2701,6 PIECE MCNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,2721,20 PIECE MCNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,2727,15 PIECE McNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,2731,10 PIECE MCNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,3145,FD 6 PIECE McNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,3501,6PC NUGGET SLD VM - SML,Small EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3502,6PC NUGGET SLD VM - MED,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3503,6PC NUGGET SLD VM - LGE,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3506,10PC NUGGET SLD VM - SML,Small EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3507,10PC NUGGET SLD VM - MED,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3508,10PC NUGGET SLD VM - LGE,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3512,20PC NUGGET SLD VM - MED,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3513,20PC NUGGET SLD VM - LGE,Large EVM,GLOBAL CORE,MCNUGGETS
MCDAU,3706,$9.95 20pc McNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDHK,-9602,EVML NUGGET 9PCS NP6,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,-9601,EVML NUGGET 6PCS NP6,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,-6172,McNugget 6 pc Regular EVM,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDAU,5469,3 PIECE McNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,5470,SML 3pc NUGGET VM,Small EVM,GLOBAL CORE,MCNUGGETS
MCDAU,5481,3 PCE NUGGET 4 KVS,KVS Item,GLOBAL CORE,MCNUGGETS
MCDHK,1400,MCNUGGETS 6PCS,Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1410,$4 / $8 Nugget (4Pcs),Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1411,Nugget 4Pcs-Promo Only,Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1414,MCNUGGET 18PCS (MDS),Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1415,NUGGETS 12PCS (OCEAN PARK),Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1918,EVM+$8 NUGGETS 6PCS,Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,1924,MCNUGGETS 9PCS,Entrees,GLOBAL CORE,MCNUGGETS
MCDHK,2039,(+)$0.5 / $1 Mcnugget Sauce,Add Ons,GLOBAL CORE,MCNUGGETS
MCDHK,5969,$20 NUGGET 6PCS Value Dinner EVM,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6111,McNuggets 6pcs EVM (Original Price),All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6180,MDS-COMBO-NUGGET(6PCS)+S.CORN X2,Combo,GLOBAL CORE,MCNUGGETS
MCDHK,6185,EVM Nugget 9Pcs,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6192,$10 Ckn Nugget EVM2+ / EVM8,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6243,$10 Nugget 6Pcs+12Oz Drink,Combo,GLOBAL CORE,MCNUGGETS
MCDHK,6611,EVM-18PCS  NUGGET,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6669,6 Pcs Nuggets + Large Corn Add-on (Burger Lover Combo 2),All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6671,6 Pcs Nuggets  Add-on (Rice Lover Combo 2),All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,6733,HM - CHICKEN MCNUGGETS,HM,GLOBAL CORE,MCNUGGETS
MCDHK,6966,$23 NUGGET 6PCS LUNCH COUPON,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDAU,8420,$6.50 MED 6 NUGG VM,Medium EVM,GLOBAL CORE,MCNUGGETS
MCDAU,8461,6-MCNUGGETS $2,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,8462,$1 3pc McNUGGETS,Entrée,GLOBAL CORE,MCNUGGETS
MCDAU,8529,$2 3PC NUGG HPY ML,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,8842,Party Meal 3 Nugget,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,8918,PRTY 3 NUGG w/FRIES,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,8919,PRTY 3 NUGG w/FRUIT,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,9025,PARTY H/MEAL 6 NUGG,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDAU,9026,PARTY H/MEAL 3 NUGG,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDHK,7836,Mcnugget-4Pcs+,Combo,GLOBAL CORE,MCNUGGETS
MCDHK,9618,EVML NUGGET 6PCS (ORG) NP6,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,9620,EVML NUGGET 18PCS NP6,All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,9655,6 Pcs Nuggets Add-on (Rice Bowl combo for 2 - S 270 & S290 ),All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDHK,9656,6 Pcs Nuggets & Large Corn Add-on (Burger combo for 2 - S 270 & S290 ),All EVM (Combined),GLOBAL CORE,MCNUGGETS
MCDKR,-1462,McNugget - 4 pieces - Agg,Sides,GLOBAL CORE,MCNUGGETS
MCDKR,-1203,HM McNugget,HM,GLOBAL CORE,MCNUGGETS
MCDKR,-1108,McNugget - Reg EVM,Regular EVM - Rest-Of-Day,GLOBAL CORE,MCNUGGETS
MCDKR,1008,McNugget - Lg EVM,Large EVM - Rest-Of-Day,GLOBAL CORE,MCNUGGETS
MCDKR,1463,McNugget - 6 pieces,Sides,GLOBAL CORE,MCNUGGETS
MCDKR,1465,McNugget - 10 pieces,Sides,GLOBAL CORE,MCNUGGETS
MCDKR,1466,McNugget - 20 pieces,Sides,GLOBAL CORE,MCNUGGETS
MCDKR,1469,Nugget 10 Pieces,Sides,GLOBAL CORE,MCNUGGETS
MCDKR,2108,Lunch - McNugget - Lg EVM,Large EVM - Lunch,GLOBAL CORE,MCNUGGETS
MCDKR,2608,Lunch - McNugget - Reg EVM,Regular EVM - Lunch,GLOBAL CORE,MCNUGGETS
MCDPH,-4269,6-pc McNuggets w/ Rice Sml EVM,Reg EVM,GLOBAL CORE,MCNUGGETS
MCDPH,-4268,6-pc McNuggets w/ Fries Sml EVM,Reg EVM,GLOBAL CORE,MCNUGGETS
MCDPH,1581,6-pc McNuggets w/ Fries Med EVM (MDS),Med EVM,GLOBAL CORE,MCNUGGETS
MCDPH,1582,6-pc McNuggets w/ Rice Med EVM (MDS),Med EVM,GLOBAL CORE,MCNUGGETS
MCDJP,1609,Mcnuggets 4 Pcs (Navy) ALC,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,1610,McNuggets 5Pcs ALC,Entree,GLOBAL CORE,MCNUGGETS
MCDJP,1616,Mcnuggets 6 Pcs (Navy) ALC,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,1650,McNuggets 10Pcs ALC,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,1670,McNuggets 15Pcs ALC,Sides,GLOBAL CORE,MCNUGGETS
MCDJP,1680,McNuggets 20Pcs ALC,Sides,GLOBAL CORE,MCNUGGETS
MCDPH,4423,6-pc McNuggets w/ Fries Med EVM,Med EVM,GLOBAL CORE,MCNUGGETS
MCDPH,4424,6-pc McNuggets w/ Rice Med EVM,Med EVM,GLOBAL CORE,MCNUGGETS
MCDPH,8593,McCelebration Party Package - 6-pcs Chicken McNuggets w/ Rice + Reg Drinks and Happy Meal Toy,Combo,GLOBAL CORE,MCNUGGETS
MCDJP,2001610,EVM - MS - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDJP,2101610,EVM - MM - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDPH,8349,David Concert -6-pc Nuggets,LSM,GLOBAL CORE,MCNUGGETS
MCDPH,-7167,HM - 4-pc Chicken Nuggets w/ Reg Fries,Happy Meal,GLOBAL CORE,MCNUGGETS
MCDPH,-7156,4-pc McNuggets Happy Meal,Happy Meal,GLOBAL CORE,MCNUGGETS
MCDPH,-1482,6-pc McNuggets (MDS),Entrees,GLOBAL CORE,MCNUGGETS
MCDPH,-1480,10-pc McNuggets w/ 2 Sauces (MDS),Entrees,GLOBAL CORE,MCNUGGETS
MCDJP,2141610,Other CPN - EVM - MM - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDJP,2241610,Other CPN - EVM - ML - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDPH,-2300,6-pc McNuggets,Entrees,GLOBAL CORE,MCNUGGETS
MCDPH,-1179,10-pc McNuggets w/ 2 Sauces,Entrees,GLOBAL CORE,MCNUGGETS
MCDID,-8152,4-pc McNuggets Happy Meal,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDID,-2750,8-pc McNuggets + 2 Sauces + 5 BIC + 4 Reg Rice + 4 Reg Drink,Family Meal,GLOBAL CORE,MCNUGGETS
MCDID,-2723,6-pc McNuggets Reg EVM,Regular EVM,GLOBAL CORE,MCNUGGETS
MCDID,-2388,6-pc McNuggets Large EVM,Large EVM,GLOBAL CORE,MCNUGGETS
MCDID,-2114,6-pc McNuggets,Entrees,GLOBAL CORE,MCNUGGETS
MCDID,2111,9-pc McNuggets,Entrees,GLOBAL CORE,MCNUGGETS
MCDID,2112,4-pc McNuggets,Entrees,GLOBAL CORE,MCNUGGETS
MCDID,2127,4-pc McNuggets Happy Meal w/ Fries,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDID,2155,4-pc McNuggets Happy Meal w/ Happy Jus,Happy Meals,GLOBAL CORE,MCNUGGETS
MCDID,2766,Nugget Sauce,Add-Ons,GLOBAL CORE,MCNUGGETS
MCDJP,2301610,EVM - MSp - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDJP,2341610,Other CPN - EVM - MSp - McNuggets 5Pcs,EVM (M),GLOBAL CORE,MCNUGGETS
MCDJP,3001610,EVM - LS - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3101610,EVM - LM - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3141610,Other CPN - EVM - LM - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3201610,EVM - LL - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3241610,Other CPN - EVM - LL - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3301610,EVM - LSp - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,3341610,Other CPN - EVM - LSp - McNuggets 5Pcs,EVM (L),GLOBAL CORE,MCNUGGETS
MCDJP,4101610,EVM - SalM - McNuggets 5Pcs,EVM (SP),GLOBAL CORE,MCNUGGETS
MCDJP,4141610,Other CPN - EVM - SalM - McNuggets 5Pcs,EVM (SP),GLOBAL CORE,MCNUGGETS
MCDJP,4201610,EVM - SalL - McNuggets 5Pcs,EVM (SP),GLOBAL CORE,MCNUGGETS
MCDJP,4241610,Other CPN - EVM - SalL - McNuggets 5Pcs,EVM (SP),GLOBAL CORE,MCNUGGETS
